f,DU -X,DU Li Vo X,DU Li Hi X,DU Re -X
636,0.02737,0.01749,0.006189,0.008128
637,0.07266,0.04487,0.005741,0.00665
638,0.1964,0.1184,0.01381,0.009765
639,0.1231,0.07663,0.007552,0.005651
640,0.01757,0.01049,0.008409,0.004582
641,0.01965,0.01232,0.01611,0.01203
642,0.01739,0.01174,0.008046,0.00674
643,0.03299,0.01746,0.0102,0.01508
644,0.1051,0.04764,0.02385,0.01641
645,0.1223,0.0685,0.02381,0.008867
646,0.06267,0.03172,0.007916,0.007148
647,0.09037,0.04932,0.005996,0.01946
648,0.1207,0.07188,0.006672,0.01697
649,0.0867,0.05778,0.01943,0.01794
650,0.04248,0.02693,0.01891,0.01082
651,0.09976,0.06104,0.02715,0.008344
652,0.1224,0.0809,0.03735,0.004144
653,0.1626,0.09846,0.02576,0.006334
654,0.09117,0.04871,0.01798,0.01276
655,0.01666,0.00889,0.00833,0.005874
656,0.01203,0.005197,0.01173,0.006682
657,0.008369,0.006296,0.003957,0.005062
658,0.03716,0.02246,0.006886,0.01394
659,0.1186,0.05406,0.01196,0.02891
660,0.1646,0.07536,0.01137,0.02619
661,0.1222,0.05952,0.01045,0.01376
662,0.06356,0.0304,0.02096,0.009525
663,0.05401,0.03481,0.02086,0.006804
664,0.04832,0.03127,0.007996,0.004384
665,0.02833,0.01255,0.005441,0.003902
666,0.02067,0.007074,0.008382,0.005527
667,0.02569,0.01876,0.00586,0.005033
668,0.009114,0.007308,0.005525,0.005016
669,0.01598,0.006168,0.005141,0.003734
670,0.01182,0.005724,0.01203,0.007451
671,0.008581,0.005179,0.006667,0.009007
672,0.03596,0.01944,0.0128,0.005606
673,0.07163,0.03865,0.01472,0.00979
674,0.07125,0.03404,0.009746,0.006035
675,0.0387,0.0218,0.009805,0.004129
676,0.02001,0.008738,0.01284,0.006623
677,0.02633,0.007761,0.005237,0.008927
678,0.02086,0.0065,0.003477,0.007597
679,0.01202,0.004353,0.006627,0.01295
680,0.01073,0.005144,0.003251,0.008222
681,0.01483,0.004898,0.004636,0.009253
682,0.009901,0.004472,0.00548,0.003737
683,0.01034,0.005176,0.004127,0.004766
684,0.02458,0.01252,0.003471,0.005936
685,0.01412,0.006191,0.004357,0.007382
686,0.01579,0.008866,0.004866,0.00668
687,0.01603,0.003791,0.006573,0.005078
688,0.00958,0.002545,0.008042,0.007453
689,0.01313,0.002918,0.00356,0.005907
690,0.02326,0.007672,0.005403,0.003369
691,0.03125,0.01316,0.00534,0.004178
692,0.01666,0.006207,0.004784,0.005481
693,0.01346,0.00514,0.004167,0.006999
694,0.01453,0.005095,0.003829,0.00453
695,0.03145,0.009296,0.008472,0.00585
696,0.02551,0.01077,0.006486,0.007964
697,0.01388,0.005922,0.00458,0.008202
698,0.02103,0.008639,0.002764,0.006882
699,0.01901,0.008579,0.005935,0.006862
700,0.02072,0.006565,0.004172,0.00568
701,0.01348,0.003895,0.007679,0.006032
702,0.009713,0.003716,0.006731,0.006456
703,0.008505,0.003627,0.003939,0.004779
704,0.01434,0.005959,0.00525,0.005973
705,0.01565,0.006525,0.004871,0.007372
706,0.01813,0.003692,0.005158,0.01196
707,0.01978,0.004837,0.004194,0.006036
708,0.01066,0.002828,0.007467,0.007378
709,0.00945,0.002249,0.009333,0.005907
710,0.007869,0.003502,0.004677,0.002836
711,0.007457,0.003736,0.003666,0.003991
712,0.009858,0.00376,0.005181,0.00409
713,0.006317,0.003128,0.002871,0.003011
714,0.005924,0.00182,0.004607,0.004294
715,0.01199,0.003775,0.003822,0.00338
716,0.01399,0.005337,0.004848,0.006525
717,0.01395,0.005669,0.006868,0.004876
718,0.01404,0.005224,0.006096,0.004006
719,0.00873,0.003362,0.003799,0.004938
720,0.01294,0.002866,0.005168,0.004703
721,0.01368,0.004203,0.003095,0.004663
722,0.02145,0.005374,0.005735,0.0043
723,0.01907,0.004167,0.00981,0.004248
724,0.01058,0.003196,0.006585,0.003975
725,0.01474,0.005876,0.005225,0.003849
726,0.01223,0.003845,0.003739,0.005719
727,0.01036,0.003267,0.004349,0.005855
728,0.02373,0.006081,0.002586,0.006914
729,0.01653,0.004459,0.00373,0.004978
730,0.01362,0.003983,0.003327,0.00341
731,0.01224,0.003477,0.005514,0.004738
732,0.01229,0.004925,0.005456,0.003775
733,0.01526,0.005725,0.006279,0.003235
734,0.01555,0.005033,0.01076,0.004996
735,0.008773,0.00555,0.005658,0.006878
736,0.01252,0.004922,0.008198,0.005308
737,0.01049,0.003657,0.009825,0.003579
738,0.008494,0.002692,0.005985,0.004794
739,0.008739,0.002694,0.006798,0.004507
740,0.01099,0.005314,0.00465,0.004159
741,0.02117,0.006293,0.006215,0.008412
742,0.01483,0.003384,0.003564,0.007466
743,0.009353,0.003404,0.004709,0.002934
744,0.008719,0.002316,0.004463,0.003071
745,0.007654,0.002083,0.004605,0.002631
746,0.007074,0.002192,0.003096,0.003191
747,0.01057,0.003962,0.004093,0.004026
748,0.02198,0.008103,0.005998,0.004504
749,0.01283,0.005727,0.004079,0.004171
750,0.01025,0.003732,0.004165,0.002788
751,0.009956,0.00336,0.005704,0.003615
752,0.01715,0.007575,0.00683,0.003035
753,0.02946,0.0102,0.004293,0.002963
754,0.02217,0.006225,0.006349,0.002499
755,0.02153,0.007081,0.00541,0.002894
756,0.0106,0.00416,0.004103,0.004875
757,0.0139,0.005956,0.00469,0.005524
758,0.01771,0.006536,0.003651,0.005384
759,0.01983,0.006587,0.004812,0.003726
760,0.01316,0.005109,0.005617,0.003463
761,0.01029,0.005153,0.004353,0.00534
762,0.01457,0.005804,0.006661,0.003341
763,0.01721,0.005818,0.004882,0.003367
764,0.01637,0.00469,0.004776,0.003475
765,0.01538,0.00532,0.003416,0.002627
766,0.01312,0.00419,0.002842,0.003017
767,0.009659,0.002397,0.003573,0.003192
768,0.01544,0.003787,0.002588,0.003573
769,0.03229,0.008581,0.004251,0.005235
770,0.01857,0.004583,0.006148,0.003036
771,0.008391,0.003298,0.006768,0.002784
772,0.007427,0.005291,0.005661,0.004206
773,0.00895,0.003168,0.005271,0.006109
774,0.008771,0.002788,0.002441,0.004827
775,0.007091,0.003583,0.00317,0.007471
776,0.01987,0.009132,0.004987,0.01122
777,0.01716,0.005662,0.002156,0.007891
778,0.01684,0.004483,0.002744,0.003336
779,0.01491,0.006388,0.006317,0.00353
780,0.01729,0.005813,0.009532,0.003417
781,0.01578,0.004741,0.006609,0.004767
782,0.01194,0.003659,0.006986,0.003453
783,0.0146,0.003615,0.00483,0.002427
784,0.01267,0.003984,0.00423,0.003057
785,0.01161,0.004256,0.003423,0.003703
786,0.02028,0.007421,0.004896,0.003954
787,0.01208,0.003878,0.009722,0.006785
788,0.02667,0.006117,0.007465,0.004651
789,0.02139,0.00524,0.006715,0.004494
790,0.01233,0.00415,0.006067,0.003533
791,0.01145,0.003789,0.003795,0.003581
792,0.01002,0.003322,0.004707,0.00223
793,0.009824,0.002974,0.003134,0.002699
794,0.01513,0.004223,0.004669,0.003267
795,0.009075,0.00295,0.006113,0.00321
796,0.01117,0.002563,0.006283,0.005462
797,0.02676,0.005349,0.005879,0.004777
798,0.0176,0.004183,0.00461,0.004059
799,0.01193,0.003444,0.005148,0.002602
800,0.01082,0.003021,0.006362,0.002984
801,0.0172,0.002769,0.008227,0.002459
802,0.009609,0.003029,0.005803,0.002449
803,0.02781,0.009271,0.0055,0.002614
804,0.02624,0.006415,0.006843,0.002357
805,0.02788,0.007822,0.00799,0.004071
806,0.0194,0.002963,0.006087,0.00393
807,0.01716,0.004911,0.005444,0.003406
808,0.01565,0.004912,0.005971,0.003874
809,0.01301,0.004016,0.004623,0.005333
810,0.02308,0.005434,0.002985,0.004567
811,0.02606,0.007169,0.004053,0.005277
812,0.02422,0.005782,0.003643,0.002627
813,0.01692,0.004672,0.002865,0.003148
814,0.01972,0.004818,0.004952,0.003871
815,0.02183,0.004758,0.009561,0.002769
816,0.02658,0.006712,0.005155,0.003304
817,0.03635,0.009281,0.005761,0.003229
818,0.01501,0.004617,0.006473,0.003231
819,0.02521,0.005593,0.004316,0.002304
820,0.02664,0.008973,0.004162,0.002931
821,0.02406,0.006707,0.005185,0.001859
822,0.02695,0.004129,0.007132,0.002944
823,0.0256,0.005778,0.008532,0.005353
824,0.0264,0.0072,0.005497,0.004326
825,0.0366,0.00561,0.008094,0.003666
826,0.04228,0.00888,0.005161,0.00479
827,0.03782,0.009091,0.006808,0.005003
828,0.04599,0.01137,0.005675,0.005485
829,0.06033,0.01329,0.00374,0.002769
830,0.03938,0.008735,0.006369,0.002643
831,0.02789,0.006183,0.006681,0.004271
832,0.02964,0.006643,0.002671,0.006418
833,0.02364,0.006641,0.002249,0.00398
834,0.0236,0.005034,0.00307,0.003089
835,0.03777,0.009719,0.005395,0.003221
836,0.0476,0.01108,0.003785,0.003819
837,0.02054,0.005138,0.005588,0.004305
838,0.02303,0.0041,0.006215,0.003438
839,0.0456,0.00822,0.006616,0.003599
840,0.03735,0.005602,0.005058,0.003266
841,0.02663,0.005488,0.003767,0.003405
842,0.02832,0.006263,0.007717,0.002176
843,0.04154,0.009386,0.008665,0.004013
844,0.06425,0.01066,0.01044,0.004531
845,0.03488,0.005903,0.008244,0.00337
846,0.02114,0.003873,0.006606,0.003251
847,0.03242,0.005696,0.00303,0.00322
848,0.07215,0.01418,0.004602,0.004122
849,0.05259,0.009914,0.006117,0.007752
850,0.04556,0.008636,0.005472,0.004807
851,0.03652,0.007152,0.005309,0.004788
852,0.03264,0.008506,0.006716,0.005515
853,0.01786,0.00408,0.006385,0.003484
854,0.02251,0.003981,0.007105,0.002368
855,0.02369,0.00519,0.007101,0.003131
856,0.02824,0.004599,0.00648,0.001602
857,0.02569,0.004822,0.004638,0.002841
858,0.03189,0.006616,0.003395,0.001934
859,0.0176,0.003585,0.004236,0.001779
860,0.0206,0.003229,0.00334,0.002819
861,0.03591,0.007606,0.004037,0.00269
862,0.0543,0.007724,0.003966,0.004434
863,0.04145,0.005436,0.003995,0.002435
864,0.01346,0.003238,0.004926,0.002418
865,0.02033,0.004617,0.005136,0.002664
866,0.01553,0.002887,0.007924,0.003686
867,0.02029,0.003945,0.005591,0.001797
868,0.02395,0.006977,0.007038,0.00226
869,0.02335,0.003812,0.004746,0.002647
870,0.03094,0.005279,0.002329,0.002008
871,0.02772,0.00428,0.002628,0.001786
872,0.03497,0.004579,0.003735,0.001883
873,0.03232,0.00419,0.005005,0.002245
874,0.03822,0.007297,0.006256,0.00243
875,0.05074,0.008969,0.006141,0.002715
876,0.05493,0.008652,0.004943,0.003172
877,0.04596,0.007438,0.005539,0.004541
878,0.03674,0.005364,0.004721,0.003179
879,0.02673,0.004971,0.003358,0.00282
880,0.02719,0.004203,0.006158,0.002826
881,0.05306,0.01022,0.005886,0.001733
882,0.02592,0.003635,0.0032,0.001861
883,0.03147,0.004353,0.004411,0.002762
884,0.05764,0.008219,0.006878,0.002242
885,0.02818,0.01286,0.005525,0.008031
886,0.05341,0.01948,0.009333,0.006878
887,0.04216,0.01362,0.007312,0.002961
888,0.02565,0.007259,0.006568,0.001875
889,0.02306,0.005578,0.005726,0.001645
890,0.02176,0.004897,0.006168,0.00106
891,0.02158,0.004864,0.008842,0.001902
892,0.0346,0.008779,0.006886,0.001809
893,0.0341,0.008098,0.005736,0.001664
894,0.05557,0.01876,0.005666,0.003075
895,0.03713,0.01202,0.004067,0.004811
896,0.03872,0.00397,0.003729,0.004329
897,0.03851,0.004778,0.006462,0.00327
898,0.03733,0.01252,0.006502,0.002286
899,0.0388,0.007122,0.005993,0.001888
900,0.01301,0.002074,0.00318,0.001856
901,0.0226,0.006459,0.005629,0.002925
902,0.07573,0.008837,0.00791,0.002806
903,0.08058,0.01481,0.004073,0.004126
904,0.05413,0.006319,0.004151,0.003595
905,0.03362,0.004958,0.005257,0.003204
906,0.03866,0.003372,0.005965,0.001466
907,0.05553,0.005976,0.00761,0.002826
908,0.03324,0.002279,0.0109,0.00221
909,0.07868,0.006511,0.009702,0.001764
910,0.1055,0.01017,0.01035,0.00195
911,0.04339,0.005992,0.008166,0.001398
912,0.04286,0.003819,0.004737,0.001095
913,0.04535,0.004073,0.005682,0.001257
914,0.05961,0.005142,0.006641,0.00161
915,0.0574,0.00455,0.003756,0.001773
916,0.05415,0.006701,0.00499,0.002184
917,0.04705,0.00619,0.007122,0.00226
918,0.05811,0.00456,0.003727,0.002248
919,0.07281,0.004994,0.004613,0.00316
920,0.0544,0.005968,0.007581,0.002626
921,0.03895,0.004321,0.007306,0.002003
922,0.04871,0.004778,0.007639,0.002373
923,0.04112,0.004749,0.005609,0.001629
924,0.07695,0.005175,0.005087,0.00384
925,0.07028,0.004851,0.00514,0.002132
926,0.06046,0.004176,0.0047,0.002028
927,0.05545,0.005825,0.00945,0.002294
928,0.04757,0.01018,0.005482,0.003016
929,0.04081,0.005465,0.00634,0.002568
930,0.04302,0.006219,0.006463,0.005964
931,0.02812,0.00676,0.003691,0.004115
932,0.02279,0.00247,0.004267,0.00197
933,0.0279,0.002189,0.005084,0.001241
934,0.0797,0.0041,0.005888,8.998E-4
935,0.1494,0.008957,0.006243,0.001274
936,0.08931,0.006582,0.004717,0.00215
937,0.03763,0.002543,0.005592,0.001638
938,0.0233,0.002813,0.006007,0.001345
939,0.03656,0.003361,0.005001,0.002189
940,0.02109,0.004608,0.005183,0.001272
941,0.04217,0.002925,0.006755,0.002435
942,0.04015,0.00264,0.004823,0.002167
943,0.05724,0.004709,0.003883,0.001915
944,0.05062,0.003904,0.00335,0.002714
945,0.05799,0.01327,0.006176,0.005545
946,0.06895,0.01648,0.005492,0.006297
947,0.04766,0.01132,0.008949,0.004673
948,0.04543,0.004439,0.008844,0.004099
949,0.04168,0.003229,0.004343,0.001715
950,0.06058,0.007329,0.005616,0.003418
951,0.08592,0.009801,0.007392,0.004544
952,0.0533,0.006256,0.008374,0.001433
953,0.04955,0.003054,0.00668,0.003129
954,0.1638,0.006649,0.00771,0.002582
955,0.1312,0.005525,0.007473,0.003226
956,0.08865,0.003621,0.005064,0.002266
957,0.07764,0.002555,0.007259,0.003531
958,0.133,0.005888,0.005676,0.002137
959,0.0784,0.005648,0.003093,0.002034
960,0.1197,0.004904,0.005569,0.001934
961,0.06374,0.005128,0.006172,0.001673
962,0.05611,0.004985,0.006225,0.002004
963,0.07597,0.005075,0.005505,0.001922
964,0.08149,0.003543,0.005556,0.002329
965,0.03765,0.002849,0.003995,0.001556
966,0.04999,0.004537,0.004229,0.004259
967,0.08521,0.009645,0.004351,0.00356
968,0.07506,0.006088,0.006133,0.00176
969,0.07732,0.003242,0.004881,0.001238
970,0.09586,0.004886,0.006093,0.002932
971,0.09259,0.005247,0.006175,0.001875
972,0.1052,0.004926,0.004591,0.001564
973,0.09489,0.008852,0.005865,0.002805
974,0.09095,0.004577,0.005916,0.004214
975,0.07424,0.004206,0.007956,0.005191
976,0.06503,0.003346,0.006632,0.005556
977,0.05506,0.005339,0.007882,0.006766
978,0.1405,0.00659,0.008856,0.004881
979,0.3731,0.006724,0.008297,0.003321
980,0.2713,0.00537,0.008706,0.004719
981,0.06772,0.003384,0.01025,0.003216
982,0.0862,0.003891,0.006917,0.001679
983,0.07796,0.002937,0.005356,0.001928
984,0.1473,0.004489,0.007597,0.003079
985,0.1333,0.003877,0.004444,0.002293
986,0.08089,0.007591,0.005028,0.003115
987,0.1074,0.007182,0.006654,0.004187
988,0.1048,0.005394,0.007767,0.00342
989,0.1062,0.008308,0.006215,0.002059
990,0.07423,0.006714,0.005508,0.002299
991,0.1257,0.002819,0.006433,0.002657
992,0.06741,0.00173,0.007624,0.003502
993,0.1053,0.002334,0.006104,0.003256
994,0.1006,0.001701,0.009418,0.003036
995,0.08027,0.002251,0.004513,0.003222
996,0.1821,0.002865,0.004453,0.002684
997,0.3286,0.002904,0.004083,0.002988
998,0.1272,0.002781,0.004117,0.003936
999,0.1085,0.004725,0.006263,0.003929
1000,0.1114,0.007622,0.006483,0.004336
1001,0.2148,0.007872,0.006355,0.003024
1002,0.3004,0.002567,0.007446,0.001994
1003,0.2783,0.005778,0.006343,0.002441
1004,0.273,0.004982,0.007822,0.002062
1005,0.1962,0.003752,0.007528,0.003428
1006,0.1437,0.002512,0.005137,0.002702
1007,0.1168,0.002381,0.004143,0.001331
1008,0.1014,0.002601,0.003804,0.002356
1009,0.08151,0.005696,0.005005,0.001678
1010,0.1362,0.008118,0.01082,0.001959
1011,0.0821,0.003615,0.009567,0.003211
1012,0.2699,0.002823,0.004883,0.00411
1013,1.031,0.006367,0.003362,0.004687
1014,1.685,0.008856,0.003166,0.006302
1015,1.444,0.006843,0.004632,0.007521
1016,0.6939,0.003074,0.005965,0.005178
1017,0.522,0.002232,0.007694,0.002973
1018,0.6552,0.002452,0.008016,0.004639
1019,0.345,0.003016,0.004949,0.005378
1020,0.4173,0.009831,0.01017,0.006108
1021,0.4617,0.01751,0.00689,0.00461
1022,0.5807,0.0109,0.005039,0.00606
1023,0.4136,0.004064,0.004052,0.002112
1024,0.3231,0.005844,0.004343,0.005196
1025,0.2893,0.01042,0.006059,0.003428
1026,0.2808,0.007185,0.01021,0.002564
1027,0.4249,0.003931,0.008349,0.002521
1028,0.2573,0.002198,0.01079,0.002718
1029,0.5339,0.007036,0.008311,0.001572
1030,0.5551,0.0188,0.01077,0.004363
1031,0.6106,0.02391,0.005734,0.005345
1032,0.6232,0.01509,0.005671,0.003726
1033,0.308,0.01044,0.005057,0.003433
1034,0.2879,0.02586,0.007993,0.004983
1035,0.2112,0.02179,0.005244,0.009149
1036,0.3491,0.004529,0.007428,0.004484
1037,0.4603,0.003122,0.00468,0.004215
1038,0.3613,0.001929,0.005176,0.00322
1039,0.4836,0.003657,0.006146,0.002222
1040,0.6582,0.004706,0.007533,0.003365
1041,0.6175,0.006707,0.007996,0.004111
1042,0.3265,0.006159,0.008602,0.004318
1043,0.6122,0.007813,0.012,0.00747
1044,0.5415,0.004896,0.0184,0.005548
1045,0.5654,0.007605,0.01973,0.005587
1046,0.4161,0.003696,0.01097,0.004225
1047,0.264,0.007429,0.009735,0.00557
1048,0.4693,0.005089,0.006572,0.003966
1049,0.256,0.00467,0.007577,0.004632
1050,0.313,0.005379,0.01225,0.00622
1051,0.4436,0.008242,0.008261,0.004856
1052,0.4282,0.008833,0.006893,0.004251
1053,0.6865,0.007933,0.008036,0.007534
1054,0.6025,0.005669,0.00852,0.004171
1055,0.6854,0.00996,0.01122,0.004713
1056,0.8473,0.02706,0.01292,0.006766
1057,0.6855,0.04039,0.009852,0.008405
1058,0.5046,0.03771,0.007972,0.01043
1059,0.237,0.01794,0.0104,0.005722
1060,0.237,0.009356,0.01146,0.008678
1061,0.2795,0.006892,0.009422,0.007008
1062,0.4547,0.01188,0.008504,0.006353
1063,0.3944,0.00731,0.00457,0.004845
1064,0.4331,0.006076,0.005861,0.005108
1065,0.5667,0.005273,0.007461,0.009246
1066,0.4922,0.006776,0.009024,0.008693
1067,0.2927,0.02692,0.01181,0.01207
1068,0.2997,0.0356,0.01662,0.009262
1069,0.1469,0.01515,0.01881,0.002871
1070,0.1129,0.003558,0.01582,0.00245
1071,0.1474,0.006827,0.009216,0.004125
1072,0.152,0.008995,0.007219,0.003999
1073,0.1191,0.004393,0.01166,0.004024
1074,0.1808,0.007043,0.01529,0.006515
1075,0.2567,0.017,0.01785,0.01192
1076,0.1781,0.01145,0.01294,0.007919
1077,0.08499,0.01267,0.008188,0.006333
1078,0.3185,0.01196,0.01028,0.008433
1079,0.4892,0.01002,0.0175,0.0127
1080,0.3865,0.01376,0.02974,0.007945
1081,0.2298,0.01023,0.03035,0.01176
1082,0.1367,0.007899,0.02417,0.009712
1083,0.2954,0.01666,0.01792,0.01476
1084,0.3397,0.0156,0.007463,0.01578
1085,0.2043,0.005844,0.005504,0.008922
1086,0.1751,0.009262,0.009108,0.00917
1087,0.3872,0.01026,0.01184,0.01369
1088,0.3262,0.01367,0.01165,0.01436
1089,0.08513,0.01677,0.01373,0.009371
1090,0.04155,0.01092,0.01425,0.008387
1091,0.07923,0.01229,0.01535,0.009587
1092,0.07311,0.0179,0.0141,0.01306
1093,0.07963,0.009652,0.00971,0.01055
1094,0.05888,0.005346,0.01145,0.00948
1095,0.1734,0.01048,0.01356,0.01834
1096,0.3153,0.008466,0.01531,0.01778
1097,0.1794,0.008773,0.01766,0.01279
1098,0.07424,0.0112,0.01659,0.009682
1099,0.06393,0.00944,0.01358,0.007736
1100,0.05853,0.02474,0.01644,0.01839
1101,0.08233,0.01988,0.008924,0.01371
1102,0.1294,0.01463,0.01031,0.01371
1103,0.1573,0.0104,0.02031,0.01676
1104,0.1555,0.00934,0.01456,0.008699
1105,0.09573,0.006629,0.007199,0.01099
1106,0.1008,0.01459,0.01394,0.01665
1107,0.1336,0.01151,0.02306,0.01273
1108,0.1299,0.009002,0.01725,0.01127
1109,0.08888,0.01235,0.01554,0.008969
1110,0.1003,0.0161,0.01839,0.007183
1111,0.1822,0.01945,0.01555,0.009412
1112,0.1508,0.01939,0.01603,0.01162
1113,0.06611,0.009158,0.01691,0.01243
1114,0.02413,0.01345,0.009892,0.01285
1115,0.04719,0.01518,0.008484,0.01537
1116,0.0488,0.01413,0.01226,0.01639
1117,0.04422,0.01961,0.02262,0.0209
1118,0.03279,0.01516,0.01612,0.01518
1119,0.02285,0.01538,0.0169,0.01698
1120,0.03205,0.009473,0.009655,0.01218
1121,0.03957,0.01243,0.009876,0.01747
1122,0.04733,0.02303,0.01809,0.02102
1123,0.0655,0.01039,0.01606,0.00815
1124,0.1435,0.01152,0.02479,0.009645
1125,0.115,0.01135,0.01477,0.01271
1126,0.0582,0.00887,0.02319,0.01592
1127,0.06718,0.01507,0.01587,0.02612
1128,0.04179,0.01769,0.01587,0.0234
1129,0.05443,0.01246,0.01999,0.01244
1130,0.06699,0.01124,0.01122,0.01137
1131,0.02745,0.01885,0.01187,0.01758
1132,0.03089,0.02087,0.009628,0.02154
1133,0.02171,0.01452,0.01103,0.02103
1134,0.02656,0.01765,0.02113,0.01897
1135,0.01479,0.01219,0.01949,0.01838
1136,0.0259,0.02243,0.02673,0.02029
1137,0.09168,0.03842,0.02921,0.025
1138,0.04848,0.04172,0.02928,0.04352
1139,0.03032,0.03193,0.01569,0.03061
1140,0.02752,0.01278,0.0199,0.02476
1141,0.02893,0.02076,0.01631,0.02338
1142,0.08568,0.0221,0.01547,0.02517
1143,0.08497,0.02902,0.02013,0.04824
1144,0.04041,0.02925,0.0275,0.04821
1145,0.0271,0.02928,0.03537,0.05507
1146,0.03434,0.02724,0.04024,0.05655
1147,0.0309,0.02186,0.02005,0.03057
1148,0.03383,0.02332,0.02489,0.01962
1149,0.04091,0.04098,0.02565,0.04911
1150,0.0513,0.04974,0.04343,0.06563
1151,0.03096,0.03206,0.0242,0.02064
1152,0.01988,0.01487,0.01499,0.0195
1153,0.02262,0.01607,0.01077,0.01628
1154,0.02009,0.0201,0.01401,0.01719
1155,0.03423,0.009146,0.01296,0.01893
1156,0.04989,0.02047,0.01716,0.02097
1157,0.03504,0.01902,0.01612,0.02231
1158,0.01737,0.01918,0.01967,0.01797
1159,0.0173,0.01447,0.01496,0.01337
1160,0.01622,0.00986,0.01824,0.01855
1161,0.017,0.01286,0.01848,0.01912
1162,0.01774,0.009954,0.02854,0.01895
1163,0.01475,0.02258,0.02345,0.05258
1164,0.0158,0.01972,0.02531,0.04243
1165,0.01809,0.01842,0.03152,0.03058
1166,0.03014,0.02067,0.02709,0.01651
1167,0.03445,0.02164,0.02203,0.03528
1168,0.02165,0.01912,0.03436,0.04118
1169,0.01975,0.02261,0.04292,0.03959
1170,0.0439,0.01524,0.02298,0.035
1171,0.04959,0.01439,0.01255,0.01905
1172,0.02462,0.03065,0.01926,0.04141
1173,0.01544,0.02342,0.02205,0.03326
1174,0.07715,0.02519,0.04858,0.03656
1175,0.1624,0.05521,0.08916,0.06053
1176,0.2304,0.07127,0.1464,0.06969
1177,0.2207,0.05655,0.1353,0.04288
1178,0.2119,0.05386,0.09224,0.03505
1179,0.2071,0.05191,0.07307,0.02983
1180,0.1208,0.0287,0.0348,0.01209
1181,0.07271,0.02621,0.03181,0.02616
1182,0.06097,0.02764,0.03471,0.02036
1183,0.0628,0.02505,0.02723,0.03755
1184,0.06092,0.01696,0.03584,0.04005
1185,0.02488,0.01477,0.02153,0.01253
1186,0.01121,0.01823,0.01747,0.02491
1187,0.03128,0.02369,0.01985,0.03529
1188,0.02737,0.01291,0.01251,0.02209
1189,0.01499,0.007138,0.01437,0.01473
1190,0.02028,0.008808,0.01816,0.02468
1191,0.01869,0.01137,0.01921,0.02741
1192,0.01173,0.01643,0.02335,0.03411
1193,0.01314,0.01871,0.03282,0.05253
1194,0.01481,0.01037,0.01963,0.03304
1195,0.03147,0.007337,0.01892,0.01365
1196,0.02683,0.005886,0.01755,0.01478
1197,0.01405,0.007037,0.02193,0.01345
1198,0.01264,0.0112,0.01255,0.01499
1199,0.01413,0.02008,0.01201,0.02309
1200,0.01732,0.03192,0.01748,0.03368
1201,0.01373,0.0319,0.03016,0.04673
1202,0.009738,0.0142,0.02119,0.02667
1203,0.007908,0.007875,0.01917,0.03135
1204,0.01565,0.01044,0.01123,0.01313
1205,0.0132,0.0183,0.02385,0.02297
1206,0.00772,0.01946,0.01916,0.03103
1207,0.0115,0.01293,0.02562,0.02011
1208,0.01102,0.01648,0.02587,0.02622
1209,0.006803,0.01318,0.02407,0.02245
1210,0.0124,0.01173,0.01293,0.01792
1211,0.02667,0.01414,0.01618,0.01772
1212,0.04111,0.006258,0.01061,0.006552
1213,0.02773,0.005073,0.01617,0.006698
1214,0.01643,0.008308,0.01589,0.009467
1215,0.006983,0.01019,0.01953,0.01401
1216,0.005386,0.007106,0.02976,0.01368
1217,0.005164,0.006517,0.0302,0.01243
1218,0.008791,0.008958,0.01177,0.01044
1219,0.008692,0.008621,0.02606,0.01753
1220,0.007358,0.009734,0.02732,0.01463
1221,0.00315,0.00418,0.0125,0.01017
1222,0.005026,0.004322,0.01238,0.008745
1223,0.008911,0.007038,0.01355,0.01485
1224,0.007053,0.012,0.01332,0.01984
1225,0.003806,0.01188,0.0104,0.01513
1226,0.003846,0.008629,0.009241,0.01759
1227,0.003002,0.007853,0.01251,0.01692
1228,0.005942,0.009284,0.01904,0.01505
1229,0.005624,0.006554,0.01983,0.02023
1230,0.005649,0.01089,0.02194,0.01492
1231,0.005042,0.006201,0.02343,0.00977
1232,0.005274,0.007053,0.01884,0.01243
1233,0.003875,0.007119,0.02036,0.01027
1234,0.004119,0.006271,0.02191,0.009187
1235,0.005759,0.004272,0.01256,0.006432
1236,0.004968,0.004015,0.009117,0.006002
1237,0.003277,0.003946,0.01499,0.005986
1238,0.002115,0.007971,0.01939,0.006407
1239,0.002448,0.01034,0.01657,0.005209
1240,0.002453,0.01149,0.01424,0.006986
1241,0.001861,0.01124,0.01322,0.008129
1242,0.002014,0.005326,0.01152,0.007671
1243,0.00269,0.004136,0.01321,0.006648
1244,0.00286,0.004804,0.02436,0.006211
1245,0.006889,0.006526,0.02929,0.003682
1246,0.005118,0.00447,0.02409,0.005586
1247,0.004573,0.004588,0.01946,0.009189
1248,0.004116,0.004812,0.0119,0.01892
1249,0.001436,0.005631,0.009099,0.0159
1250,0.00249,0.006391,0.02464,0.007464
1251,0.002252,0.006528,0.01526,0.01365
1252,0.002595,0.004586,0.01461,0.01543
1253,0.003048,0.002973,0.01147,0.005856
1254,0.003857,0.002618,0.009081,0.005436
1255,0.00108,0.004518,0.01841,0.0113
1256,0.001005,0.002919,0.03028,0.007053
1257,0.001589,0.003493,0.03117,0.004545
1258,0.002159,0.00469,0.02529,0.009958
